"COUNTRY","Country","DLVLEDUC","Level of education","DDESTPRG","Programme destination","DDURPRG","Programme duration","DPROGTYP","Programme orientation","DSTDYTYP","Field of education","DSEX","Gender","YEAR","Year","Value","Flag Codes","Flags"
"ISL","Iceland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",3428,,
"ISL","Iceland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",3430,,
"ISL","Iceland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",3351,,
"ISL","Iceland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",4001,,
"ISL","Iceland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",4005,,
"IRL","Ireland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1998","1998",23083,,
"IRL","Ireland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",24592,,
"IRL","Ireland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",27362,,
"IRL","Ireland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2001","2001",28381,,
"IRL","Ireland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2002","2002",30576,,
"IRL","Ireland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",35782,,
"IRL","Ireland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",37069,,
"IRL","Ireland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",39483,,
"IRL","Ireland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",41760,,
"IRL","Ireland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",43676,,
"IRL","Ireland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",44113,,
"IRL","Ireland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",43393,,
"IRL","Ireland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",45290,,
"IRL","Ireland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",44853,,
"IRL","Ireland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",45015,,
"ITA","Italy","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1998","1998",164567,,
"ITA","Italy","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",174540,,
"ITA","Italy","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",185979,,
"ITA","Italy","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2001","2001",195273,,
"ITA","Italy","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2002","2002",212153,,
"ITA","Italy","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",241423,,
"ITA","Italy","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",321284,,
"ITA","Italy","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",373634,,
"ITA","Italy","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",380010,,
"ITA","Italy","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",394731,,
"ITA","Italy","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",231082,,
"ITA","Italy","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",222631,,
"ITA","Italy","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",211770,,
"ITA","Italy","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",385510,,
"ITA","Italy","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",372383,,
"JPN","Japan","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1998","1998",592156,,
"JPN","Japan","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",601633,,
"JPN","Japan","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",607356,,
"JPN","Japan","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2001","2001",629634,,
"JPN","Japan","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2002","2002",637168,,
"JPN","Japan","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",638548,,
"JPN","Japan","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",646983,,
"JPN","Japan","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",652432,,
"JPN","Japan","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",665831,,
"JPN","Japan","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",673641,,
"JPN","Japan","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",671064,,
"JPN","Japan","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",675773,,
"JPN","Japan","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",656216,,
"JPN","Japan","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",668820,,
"JPN","Japan","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",678244,,
"KOR","Korea","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1998","1998",221956,,
"KOR","Korea","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",233702,,
"KOR","Korea","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",246393,,
"KOR","Korea","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2001","2001",273380,,
"KOR","Korea","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2002","2002",279017,,
"KOR","Korea","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",293142,,
"KOR","Korea","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",303559,,
"KOR","Korea","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",305739,,
"KOR","Korea","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",306524,,
"KOR","Korea","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",317452,,
"KOR","Korea","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",397497,,
"KOR","Korea","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",395622,,
"KOR","Korea","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",396032,,
"KOR","Korea","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",412846,,
"KOR","Korea","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",420673,,
"LUX","Luxembourg","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1998","1998",0,"m","Missing value"
"LUX","Luxembourg","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",0,"m","Missing value"
"LUX","Luxembourg","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",232,,
"LUX","Luxembourg","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2002","2002",0,"a","Not applicable"
"LUX","Luxembourg","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",0,"a","Not applicable"
"LUX","Luxembourg","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",0,"m","Missing value"
"LUX","Luxembourg","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",0,"m","Missing value"
"LUX","Luxembourg","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",0,"m","Missing value"
"LUX","Luxembourg","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",0,"m","Missing value"
"LUX","Luxembourg","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",338,,
"LUX","Luxembourg","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",0,"m","Missing value"
"LUX","Luxembourg","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",0,"m","Missing value"
"LUX","Luxembourg","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",0,"m","Missing value"
"LUX","Luxembourg","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",854,,
"MEX","Mexico","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1998","1998",235641,,
"MEX","Mexico","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",274648,,
"MEX","Mexico","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",288055,,
"MEX","Mexico","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2001","2001",297981,,
"MEX","Mexico","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2002","2002",323600,,
"MEX","Mexico","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",320727,,
"MEX","Mexico","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",324013,,
"MEX","Mexico","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",357931,,
"MEX","Mexico","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",389575,,
"MEX","Mexico","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",398017,,
"MEX","Mexico","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",396281,,
"MEX","Mexico","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",424170,,
"MEX","Mexico","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",437707,,
"MEX","Mexico","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",465174,,
"MEX","Mexico","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",498441,,
"NLD","Netherlands","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1998","1998",82995,,
"NLD","Netherlands","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",75651,,
"NLD","Netherlands","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",74749,,
"NLD","Netherlands","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2001","2001",79134,,
"NLD","Netherlands","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2002","2002",83453,,
"NLD","Netherlands","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",89341,,
"NLD","Netherlands","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",96890,,
"NLD","Netherlands","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",106684,,
"NLD","Netherlands","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",117392,,
"NLD","Netherlands","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",123321,,
"NLD","Netherlands","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",124228,,
"NLD","Netherlands","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",126931,,
"NLD","Netherlands","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",130569,,
"NLD","Netherlands","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",137746,,
"NLD","Netherlands","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",150893,,
"NZL","New Zealand","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1998","1998",26847,,
"NZL","New Zealand","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",29534,,
"NZL","New Zealand","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",31175,,
"NZL","New Zealand","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2001","2001",31571,,
"NZL","New Zealand","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2002","2002",31581,,
"NZL","New Zealand","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",32154,,
"NZL","New Zealand","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",37882,,
"NZL","New Zealand","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",39459,,
"NZL","New Zealand","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",41797,,
"NZL","New Zealand","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",41973,,
"NZL","New Zealand","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",39950,,
"NZL","New Zealand","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",42209,,
"NZL","New Zealand","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",46163,,
"NZL","New Zealand","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",50116,,
"NOR","Norway","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1998","1998",34768,,
"NOR","Norway","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",25102,,
"NOR","Norway","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",26122,,
"NOR","Norway","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2001","2001",28344,,
"NOR","Norway","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",27576,,
"NOR","Norway","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",30407,,
"NOR","Norway","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",30879,,
"NOR","Norway","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",32818,,
"NOR","Norway","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",34797,,
"NOR","Norway","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",34736,,
"NOR","Norway","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",34890,,
"NOR","Norway","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",37521,,
"NOR","Norway","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",40099,,
"NOR","Norway","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",40107,,
"POL","Poland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1998","1998",225914,,
"POL","Poland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",276470,,
"POL","Poland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",344339,,
"POL","Poland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2001","2001",426106,,
"POL","Poland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2002","2002",454980,,
"POL","Poland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",472604,,
"POL","Poland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",480325,,
"POL","Poland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",495504,,
"POL","Poland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",498031,,
"POL","Poland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",526524,,
"POL","Poland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",551469,,
"POL","Poland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",568620,,
"POL","Poland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",619623,,
"POL","Poland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",643802,,
"POL","Poland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",634977,,
"PRT","Portugal","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",52947,,
"PRT","Portugal","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",67353,,
"PRT","Portugal","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",56513,,
"PRT","Portugal","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",56901,,
"PRT","Portugal","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",58935,,
"PRT","Portugal","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",74407,,
"PRT","Portugal","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",80725,,
